板块	公司全称	英文名称	注册地址	A股代码	A股简称	A股上市日期	A股总股本	A股流通股本	B股代码	B股 简 称	B股上市日期	B股总股本	B股流通股本	地      区	省    份	城     市	所属行业	公司网址
创业板	深圳兆日科技股份有限公司	"Sinosun Technology Co.,Ltd."	广东省深圳市福田区泰然八路泰然大厦C座1605	300333	兆日科技	2012-06-28	"336,000,000"	"332,170,067"				0	0	华南	广东	深圳市	I 信息技术	www.sinosun.com.cn
创业板	天津膜天膜科技股份有限公司	"TIANJIN MOTIMO MEMBRANE TECHNOLOGY CO.,LTD."	天津市经济技术开发区第11大街60号	300334	津膜科技	2012-07-05	"302,065,356"	"292,679,024"				0	0	华北	天津	天津市	C 制造业	www.motimo.com
创业板	广州迪森热能技术股份有限公司	"Guangzhou Devotion Thermal Technology Co.,Ltd."	广东省广州市经济开发区东区东众路42号	300335	迪森股份	2012-07-10	"372,938,038"	"282,412,050"				0	0	华南	广东	广州市	D 水电煤气	www.devotiongroup.com
创业板	上海新文化传媒集团股份有限公司	"SHANGHAI NEW CULTURE MEDIA GROUP CO.,LTD."	上海市虹口区东江湾路444号北区238室	300336	新文化	2012-07-10	"806,230,192"	"737,527,362"				0	0	华东	上海	上海市	R 文化传播	www.ncmedia.com.cn
创业板	银邦金属复合材料股份有限公司	"Yinbang Clad Material Co.,Ltd."	江苏省无锡市新区鸿山街道后宅	300337	银邦股份	2012-07-18	"821,920,000"	"710,036,357"				0	0	华东	江苏	无锡市	C 制造业	www.cn-yinbang.com
创业板	开元教育科技集团股份有限公司	"Kaiyuan Education Technology Group Co., Ltd."	湖南省长沙市经济技术开发区开元路172号	300338	开元教育	2012-07-26	"341,184,492"	"301,633,064"				0	0	华中	湖南	长沙市	P 教育	www.chs5e.com
创业板	江苏润和软件股份有限公司	"Jiangsu Hoperun Software Co., Ltd."	江苏省南京市雨花台区软件大道168号	300339	润和软件	2012-07-18	"796,410,841"	"771,463,242"				0	0	华东	江苏	南京市	I 信息技术	www.hoperun.com
创业板	江门市科恒实业股份有限公司	"Jiangmen Kanhoo Industry Co.,Ltd"	广东省江门市江海区滘头滘兴南路22号	300340	科恒股份	2012-07-26	"212,144,720"	"174,724,207"				0	0	华南	广东	江门市	C 制造业	www.keheng.com.cn
创业板	麦克奥迪（厦门）电气股份有限公司	"Motic (Xiamen) Electric Group Co.,Ltd"	福建省厦门市火炬高新区(翔安)产业区舫山南路808号	300341	麦克奥迪	2012-07-26	"510,163,336"	"509,899,111"				0	0	华东	福建	厦门市	C 制造业	www.motic-electric.com
创业板	常熟市天银机电股份有限公司	"Changshu Tianyin Electromechanical Co.,Ltd."	江苏省苏州市常熟碧溪新区迎宾路8号	300342	天银机电	2012-07-26	"431,778,272"	"418,988,819"				0	0	华东	江苏	苏州市	C 制造业	www.tyjd.cc
创业板	山东联创产业发展集团股份有限公司	"LECRON INDUSTRIAL DEVELOPMENT GROUP CO., LTD"	山东省淄博市张店区东部化工区昌国东路219号	300343	联创股份	2012-08-01	"1,175,112,162"	"860,814,247"				0	0	华东	山东	淄博市	I 信息技术	www.lecron.cn
创业板	太空智造股份有限公司	"Taikong Intelligent Construction Co., Ltd."	北京市丰台区中核路3号院3号楼12层1201室	300344	太空智造	2012-08-01	"496,114,864"	"332,180,891"				0	0	华北	北京	北京市	L 商务服务	www.taikongintel.com
创业板	湖南华民控股集团股份有限公司	"Hunan Huamin Holdings Co., Ltd"	湖南省长沙市金洲新区金沙西路068号	300345	华民股份	2012-08-01	"441,295,483"	"441,295,483"				0	0	华中	湖南	长沙市	C 制造业	www.huaminchina.cn
创业板	江苏南大光电材料股份有限公司	"Jiangsu Nata Opto-electronic Material Co.,LTD"	江苏省苏州工业园区胜浦平胜路67号	300346	南大光电	2012-08-07	"406,890,845"	"377,259,135"				0	0	华东	江苏	苏州市	C 制造业	www.natachem.com
创业板	杭州泰格医药科技股份有限公司	"Hangzhou Tigermed Consulting Co.,Ltd."	浙江省杭州市滨江区江南大道618号东冠大厦1502-1	300347	泰格医药	2012-08-17	"749,384,290"	"553,991,114"				0	0	华东	浙江	杭州市	Q 卫生	www.tigermedgrp.com
创业板	深圳市长亮科技股份有限公司	"Shenzhen Sunline Tech Co.,Ltd."	广东省深圳市南山区粤海街道沙河西路深圳湾科技生态园一区2栋A座5层	300348	长亮科技	2012-08-17	"721,479,478"	"583,248,067"				0	0	华南	广东	深圳市	I 信息技术	www.sunline.cn
创业板	金卡智能集团股份有限公司	"Goldcard Smart Group Co.,Ltd."	浙江省温州市乐清经济开发区纬十七路291号	300349	金卡智能	2012-08-17	"429,054,325"	"380,358,327"				0	0	华东	浙江	温州市	I 信息技术	www.jinka.cn
创业板	华鹏飞股份有限公司	"HPF Co., Ltd."	广东省深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城（南区）T2栋4308	300350	华鹏飞	2012-08-21	"476,724,433"	"326,035,431"				0	0	华南	广东	深圳市	I 信息技术	www.huapengfei.com
创业板	浙江永贵电器股份有限公司	"Zhejiang Yonggui Electric Equipment Co.,LTD."	浙江省天台县白鹤镇东园路5号（西工业区）	300351	永贵电器	2012-09-20	"383,641,857"	"249,120,292"				0	0	华东	浙江	台州市	C 制造业	www.yonggui.com
创业板	北京北信源软件股份有限公司	Beijing VRV Software Corporation Limited.	北京市海淀区中关村南大街34号中关村科技发展大厦C座1602室	300352	北信源	2012-09-12	"1,449,824,087"	"1,180,324,275"				0	0	华北	北京	北京市	I 信息技术	www.vrv.com.cn
创业板	北京东土科技股份有限公司	"Kyland Technology Co.,Ltd."	北京市石景山区实兴大街30号院2号楼8层901	300353	东土科技	2012-09-27	"510,980,897"	"381,413,780"				0	0	华北	北京	北京市	C 制造业	www.kyland.com.cn
创业板	江苏东华测试技术股份有限公司	"Jiangsu DongHua Testing Technology Co.,Ltd."	江苏省靖江市新港大道208号（沿江公路罗家港桥东北侧）	300354	东华测试	2012-09-20	"138,320,201"	"72,519,807"				0	0	华东	江苏	泰州市	C 制造业	www.dhtest.com
创业板	内蒙古蒙草生态环境（集团）股份有限公司	"Inner Mongolia M-Grass Ecology And Environment（Group）Co.,Ltd."	内蒙古自治区呼和浩特市盛乐经济园区盛乐五街南侧	300355	蒙草生态	2012-09-27	"1,604,242,081"	"1,307,685,528"				0	0	华北	内蒙古	呼和浩特市	N 公共环保	www.mengcao.com
创业板	光一科技股份有限公司	"EleFirst Science & Tech Co.,Ltd"	江苏省南京市江宁区将军大道128号	300356	光一科技	2012-10-09	"407,904,620"	"382,955,228"				0	0	华东	江苏	南京市	C 制造业	www.elefirst.com
创业板	浙江我武生物科技股份有限公司	"Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd."	浙江省湖州市德清县武康镇志远北路636号	300357	我武生物	2014-01-21	"523,584,000"	"469,204,080"				0	0	华东	浙江	湖州市	C 制造业	www.wolwobiotech.com
创业板	楚天科技股份有限公司	TRUKING TECHNOLOGY LIMITED	湖南省长沙市宁乡县玉潭镇新康路1号	300358	楚天科技	2014-01-21	"529,076,173"	"457,454,815"				0	0	华中	湖南	长沙市	C 制造业	www.truking.cn
创业板	全通教育集团（广东）股份有限公司	"QTONE EDUCATION GROUP（GUANGDONG）.,LTD."	广东省中山市东区中山四路88号尚峰金融商务中心5座18层之一	300359	全通教育	2014-01-21	"634,103,422"	"533,470,375"				0	0	华南	广东	中山市	I 信息技术	www.qtone.cn
创业板	杭州炬华科技股份有限公司	"Hangzhou Sunrise Technology Co., Ltd."	浙江省杭州市余杭区仓前街道龙潭路9号	300360	炬华科技	2014-01-21	"504,387,126"	"435,309,974"				0	0	华东	浙江	杭州市	C 制造业	www.sunrisemeter.com
创业板	成都天翔环境股份有限公司	"CHENGDU TECHCENT ENVIRONMENT CO., LTD."	四川省成都市青白江区大同路188号	300362	天翔环境	2014-01-21	"436,999,190"	"396,658,551"				0	0	西南	四川	成都市	C 制造业	www.tbhic.cn
创业板	重庆博腾制药科技股份有限公司	Porton Pharma Solutions Ltd.	重庆市(长寿)化工园区精细化工一区	300363	博腾股份	2014-01-29	"542,747,533"	"446,953,017"				0	0	西南	重庆	重庆市	C 制造业	www.porton.cn
创业板	中文在线数字出版集团股份有限公司	"COL Digital Publishing Group Co.,Ltd."	北京市东城区安定门东大街28号2号楼6层608号	300364	中文在线	2015-01-21	"727,295,310"	"631,830,718"				0	0	华北	北京	北京市	R 文化传播	www.col.com
创业板	北京恒华伟业科技股份有限公司	"BEIJING FOREVER TECHNOLOGY CO., LTD"	北京市西城区德胜门东滨河路11号4号楼3层	300365	恒华科技	2014-01-23	"605,712,969"	"327,108,038"				0	0	华北	北京	北京市	I 信息技术	www.ieforever.com
创业板	创意信息技术股份有限公司	"Troy Information Technology Co.,Ltd."	四川省成都市青羊区万和路99号丽阳天下7-9室	300366	创意信息	2014-01-27	"525,576,150"	"338,436,710"				0	0	西南	四川	成都市	I 信息技术	www.troy.cn
创业板	东方网力科技股份有限公司	"NetPosa Technologies,Ltd."	北京市海淀区学院路35号世宁大厦4层408室	300367	ST网力	2014-01-29	"1,195,772,516"	"1,018,480,375"				0	0	华北	北京	北京市	C 制造业	www.netposa.com
创业板	河北汇金机电股份有限公司	"Hebei Huijin Electromechanical Co., Ltd."	河北省石家庄市高新区湘江道209号	300368	汇金股份	2014-01-23	"531,943,475"	"510,001,138"				0	0	华北	河北	石家庄市	C 制造业	www.hjjs.com
创业板	绿盟科技集团股份有限公司	"NSFOCUS Technologies Group Co., Ltd."	北京市海淀区北洼路4号益泰大厦5层	300369	绿盟科技	2014-01-29	"798,121,673"	"732,874,283"				0	0	华北	北京	北京市	I 信息技术	www.nsfocus.com
创业板	北京安控科技股份有限公司	"Beijing Etrol Technologies Co., Ltd."	北京市海淀区地锦路9号院6号楼	300370	安控科技	2014-01-23	"957,146,344"	"941,991,154"				0	0	华北	北京	北京市	C 制造业	www.etrol.com
创业板	汇中仪表股份有限公司	"Huizhong Instrumentation Co., Ltd."	河北省唐山高新技术产业开发区高新西道126号	300371	汇中股份	2014-01-23	"167,757,520"	"109,539,578"				0	0	华北	河北	唐山市	C 制造业	www.hzyb.com
创业板	扬州扬杰电子科技股份有限公司	"Yangzhou Yangjie Electronic Technology Co.,Ltd."	江苏省扬州维扬经济开发区	300373	扬杰科技	2014-01-23	"472,116,893"	"470,645,749"				0	0	华东	江苏	扬州市	C 制造业	www.21yangjie.com
创业板	中铁装配式建筑股份有限公司	"China Railway Prefabricated Construction Co., Ltd"	北京市房山区窦店镇普安路87号	300374	中铁装配	2015-03-19	"245,912,337"	"170,416,625"				0	0	华北	北京	北京市	C 制造业	www.htcxms.com
创业板	天津鹏翎集团股份有限公司	"TIANJIN PENGLING GROUP CO.,LTD"	天津市滨海新区中塘工业区葛万公路1703号	300375	鹏翎股份	2014-01-27	"711,123,166"	"399,919,684"				0	0	华北	天津	天津市	C 制造业	www.pengling.cn
创业板	易事特集团股份有限公司	"East Group Co.,  Ltd"	广东省东莞市松山湖科技产业园区工业北路6号	300376	易事特	2014-01-27	"2,313,406,476"	"2,308,487,326"				0	0	华南	广东	东莞市	C 制造业	www.eastups.com
创业板	深圳市赢时胜信息技术股份有限公司	"SHENZHEN YSSTECH INFO-TECH CO.,LTD"	广东省深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城南区T2栋3701	300377	赢时胜	2014-01-27	"752,077,080"	"568,051,108"				0	0	华南	广东	深圳市	I 信息技术	www.ysstech.com
创业板	鼎捷软件股份有限公司	"DIGIWIN SOFTWARE CO.,LTD."	上海市静安区江场路1377弄7号20层	300378	鼎捷软件	2014-01-27	"266,254,353"	"265,852,353"				0	0	华东	上海	上海市	I 信息技术	www.digiwin.com.cn
创业板	北京东方通科技股份有限公司	"BEIJING TONGTECH  CO,. LTD."	北京市丰台区丰台路口139号主楼311室(园区)	300379	东方通	2014-01-28	"283,552,208"	"266,329,121"				0	0	华北	北京	北京市	I 信息技术	www.tongtech.com
创业板	上海安硕信息技术股份有限公司	"Shanghai Amarsoft Information & Technology Co.,Ltd"	上海市杨浦区国泰路11号2308室	300380	安硕信息	2014-01-28	"141,009,750"	"124,299,707"				0	0	华东	上海	上海市	I 信息技术	www.amarsoft.com
创业板	广东溢多利生物科技股份有限公司	"GUANGDONG VTR BIO-TECH CO., LTD."	广东省珠海市南屏高科技工业区屏北一路8号	300381	溢多利	2014-01-28	"490,058,748"	"470,551,602"				0	0	华南	广东	珠海市	C 制造业	www.yiduoli.com
创业板	苏州斯莱克精密设备股份有限公司	"Suzhou SLAC Precision Equipment Co.,Ltd."	江苏省苏州市吴中区胥口镇石胥路621号	300382	斯莱克	2014-01-29	"564,569,415"	"564,511,590"				0	0	华东	江苏	苏州市	C 制造业	www.slac.com.cn
创业板	北京光环新网科技股份有限公司	"Beijing Sinnet Technology Co.,Ltd."	北京门头沟区石龙经济技术开发区永安路20号3号楼二层202室	300383	光环新网	2014-01-29	"1,543,139,921"	"1,502,060,174"				0	0	华北	北京	北京市	I 信息技术	www.sinnet.com.cn
创业板	北京三联虹普新合纤技术服务股份有限公司	"Beijing Sanlian Hope Shin-Gosen Technical Service Co., Ltd."	北京市海淀区北清路68号院1号楼二层西侧01227-01302	300384	三联虹普	2014-08-01	"320,753,348"	"220,959,189"				0	0	华北	北京	北京市	M 科研服务	www.slhpcn.com
创业板	无锡雪浪环境科技股份有限公司	"WUXI XUELANG ENVIRONMENTAL TECHNOLOGY CO.,LTD."	江苏省无锡市滨湖区蠡湖大道2020号	300385	雪浪环境	2014-06-26	"333,145,932"	"241,248,633"				0	0	华东	江苏	无锡市	C 制造业	www.cecm.com.cn
创业板	飞天诚信科技股份有限公司	"Feitian Technologies Co.,Ltd."	北京市海淀区学清路9号汇智大厦B楼17层	300386	飞天诚信	2014-06-26	"418,044,000"	"237,771,650"				0	0	华北	北京	北京市	I 信息技术	www.ftsafe.com.cn
创业板	湖北富邦科技股份有限公司	"Hubei Forbon Technology Co.,Ltd."	湖北省应城市经济技术开发区	300387	富邦股份	2014-07-02	"290,683,018"	"288,374,726"				0	0	华中	湖北	孝感市	C 制造业	www.forbon.com
创业板	安徽国祯环保节能科技股份有限公司	"Anhui Guozhen Environment Protection Technology Joint Stock Co., Limited"	安徽省合肥市高新技术产业开发区科学大道91号	300388	国祯环保	2014-08-01	"698,959,172"	"691,492,119"				0	0	华东	安徽	合肥市	N 公共环保	www.gzep.com.cn
创业板	深圳市艾比森光电股份有限公司	"Shenzhen Absen Optoelectronic Co., Ltd."	广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座18、19、20层	300389	艾比森	2014-08-01	"318,994,173"	"163,876,243"				0	0	华南	广东	深圳市	C 制造业	www.szabsen.com、www.absen.cn
创业板	苏州天华超净科技股份有限公司	"SuZhou TA&A Ultra Clean Technology Co.,LTD."	江苏省苏州工业园区双马街99号	300390	天华超净	2014-07-31	"551,276,000"	"358,277,496"				0	0	华东	江苏	苏州市	C 制造业	www.canmax.com.cn
创业板	康跃科技股份有限公司	"Kangyue Technology CO.,Ltd"	山东省潍坊市寿光市开发区（原北洛镇政府驻地）	300391	康跃科技	2014-08-01	"350,336,112"	"341,420,201"				0	0	华东	山东	潍坊市	C 制造业	www.chinakangyue.com
创业板	北京腾信创新网络营销技术股份有限公司	Beijing Tensyn Digital Marketing Technology Joint Stock Company	北京市朝阳区光华路15号院1号楼14层1401	300392	腾信股份	2014-09-10	"384,000,000"	"295,520,000"				0	0	华北	北京	北京市	I 信息技术	www.tensynchina.com
创业板	苏州中来光伏新材股份有限公司	"Jolywood(Suzhou)Sunwatt Co.,Ltd"	江苏省常熟市沙家浜镇常昆工业园区青年路	300393	中来股份	2014-09-12	"778,305,256"	"540,905,822"				0	0	华东	江苏	苏州市	C 制造业	www.jolywood.cn
创业板	苏州天孚光通信股份有限公司	"Suzhou TFC Optical Communication Co., Ltd."	江苏省苏州高新区长江路695号	300394	天孚通信	2015-02-17	"198,567,910"	"176,034,060"				0	0	华东	江苏	苏州市	C 制造业	www.tfcsz.com
创业板	湖北菲利华石英玻璃股份有限公司	HUBEI FEILIHUA QUARTZ GLASS CO.LTD	湖北省荆州市东方大道68号	300395	菲利华	2014-09-10	"337,948,844"	"310,473,637"				0	0	华中	湖北	荆州市	C 制造业	www.feilihua.com
创业板	迪瑞医疗科技股份有限公司	"DIRUI INDUSTRIAL CO.,LTD."	吉林省长春市高新技术产业开发区云河街95号	300396	迪瑞医疗	2014-09-10	"276,030,000"	"251,342,955"				0	0	东北	吉林	长春市	C 制造业	www.dirui.com.cn
创业板	西安天和防务技术股份有限公司	"Xi""an Tianhe Defense Technology Co., Ltd."	陕西省西安市高新区西部大道158号	300397	天和防务	2014-09-10	"432,000,000"	"311,650,745"				0	0	西北	陕西	西安市	C 制造业	www.thtw.com.cn
创业板	上海飞凯光电材料股份有限公司	"Shanghai PhiChem Material Co., Ltd."	上海市宝山区潘泾路2999号	300398	飞凯材料	2014-10-09	"515,858,018"	"506,940,351"				0	0	华东	上海	上海市	C 制造业	www.phichem.com.cn
创业板	江西天利科技股份有限公司	"Jiangxi Tianli Technology, INC."	江西省上饶市高铁经济试验区茶圣东路文创中心2号楼139室	300399	天利科技	2014-10-09	"197,600,000"	"194,668,968"				0	0	华东	江西	上饶市	I 信息技术	www.ihandy.cn
创业板	深圳市劲拓自动化设备股份有限公司	"Shenzhen JT Automation Equipment Co.,Ltd"	广东省深圳市宝安区西乡街道广深高速公路北侧鹤洲工业区劲拓自动化工业厂区	300400	劲拓股份	2014-10-10	"242,625,800"	"182,392,912"				0	0	华南	广东	深圳市	C 制造业	www.jt-ele.com
创业板	浙江花园生物高科股份有限公司	"Zhejiang Garden Bio-chemical High-tech Co., Ltd"	浙江省东阳市南马镇花园村	300401	花园生物	2014-10-09	"551,007,557"	"458,996,850"				0	0	华东	浙江	金华市	C 制造业	www.hybiotech.com
创业板	南京宝色股份公司	"NANJING BAOSE CO.,LTD"	江苏省南京市江宁滨江经济开发区景明大街15号	300402	宝色股份	2014-10-10	"202,000,000"	"202,000,000"				0	0	华东	江苏	南京市	C 制造业	www.baose.com
创业板	汉宇集团股份有限公司	"Hanyu Group Joint-Stock Co., Ltd."	广东省江门市高新技术开发区清澜路336号	300403	汉宇集团	2014-10-30	"603,000,000"	"380,942,196"				0	0	华南	广东	江门市	C 制造业	www.idearhanyu.com
创业板	广州博济医药生物技术股份有限公司	"Guangzhou Boji Medical & Biotechnological Co., Ltd."	广东省广州市天河区华观路1933号701房	300404	博济医药	2015-04-24	"226,619,451"	"150,072,923"				0	0	华南	广东	广州市	M 科研服务	www.gzboji.com
创业板	辽宁科隆精细化工股份有限公司	"LIAONING  KELONG  FINE  CHEMICAL  CO., LTD."	辽宁省辽阳市宏伟区万和七路36号	300405	科隆股份	2014-10-30	"222,469,156"	"146,693,647"				0	0	东北	辽宁	辽阳市	C 制造业	www.kelongchem.com
创业板	北京九强生物技术股份有限公司	"Beijing Strong Biotechnologies, Inc"	北京市海淀区花园东路15号旷怡大厦5层	300406	九强生物	2014-10-30	"588,997,245"	"329,796,891"				0	0	华北	北京	北京市	C 制造业	www.bsbe.com.cn
创业板	天津凯发电气股份有限公司	"Tianjin Keyvia Electric Co.,Ltd"	天津市新产业园区华苑产业区物华道8号	300407	凯发电气	2014-12-03	"305,092,169"	"210,408,134"				0	0	华北	天津	天津市	C 制造业	www.keyvia.cn
创业板	潮州三环（集团）股份有限公司	"CHAOZHOU THREE-CIRCLE (GROUP) CO.,LTD."	广东省潮州市凤塘三环工业城内综合楼	300408	三环集团	2014-12-03	"1,816,905,952"	"1,671,867,331"				0	0	华南	广东	潮州市	C 制造业	www.cctc.cc
创业板	广东道氏技术股份有限公司	"Guangdong Dowstone Technology Co.,Ltd."	广东省恩平市圣堂镇三联佛仔坳	300409	道氏技术	2014-12-03	"460,005,674"	"322,198,974"				0	0	华南	广东	江门市	C 制造业	www.dowstone.com.cn
创业板	广东正业科技股份有限公司	"GUANGDONG ZHENGYE TECHNOLOGY CO., LTD."	广东省东莞市松山湖科技产业园区科技九路2号	300410	正业科技	2014-12-31	"373,845,506"	"364,396,226"				0	0	华南	广东	东莞市	C 制造业	www.zhengyee.com
创业板	浙江金盾风机股份有限公司	"ZHEJIANG JINDUN FANS CO.,LTD."	浙江省绍兴市上虞区章镇镇工业园区	300411	金盾股份	2014-12-31	"456,350,089"	"159,463,673"				0	0	华东	浙江	绍兴市	C 制造业	www.jindunfan.com
创业板	浙江迦南科技股份有限公司	Zhejiang Canaan Technology Limited	浙江省温州市永嘉县瓯北镇东瓯工业园区	300412	迦南科技	2014-12-31	"257,224,900"	"222,509,494"				0	0	华东	浙江	温州市	C 制造业	www.china-jianan.com/cn/
创业板	芒果超媒股份有限公司	"Mango Excellent Media Co., Ltd."	湖南省长沙市开福区金鹰影视文化城	300413	芒果超媒	2015-01-21	"1,780,377,511"	"931,356,654"				0	0	华中	湖南	长沙市	R 文化传播	www.happigo.com
创业板	四川中光防雷科技股份有限公司	"Sichuan Zhongguang Lightning Protection Technologies Co., Ltd."	四川省成都高新区西部园区天宇路19号	300414	中光防雷	2015-05-13	"324,733,466"	"304,864,126"				0	0	西南	四川	成都市	C 制造业	www.zhongguang.com
创业板	广东伊之密精密机械股份有限公司	"GUANGDONG YIZUMI PRECISION MACHINERY CO., LTD."	广东省佛山市顺德高新区（容桂）科苑三路22号	300415	伊之密	2015-01-23	"435,600,000"	"406,297,240"				0	0	华南	广东	佛山市	C 制造业	www.yizumi-group.com
创业板	苏州苏试试验集团股份有限公司	"SUZHOU SUSHI TESTING GROUP CO., LTD"	江苏省苏州工业园区中新科技城唯亭镇科峰路18号	300416	苏试试验	2015-01-22	"203,366,290"	"201,858,790"				0	0	华东	江苏	苏州市	C 制造业	www.chinasti.com
创业板	佛山市南华仪器股份有限公司	"Nanhua Instruments Co., Ltd"	广东省佛山市南海区桂城街道科泓路1号	300417	南华仪器	2015-01-23	"137,008,376"	"75,637,369"				0	0	华南	广东	佛山市	C 制造业	www.nanhua.com.cn
创业板	北京昆仑万维科技股份有限公司	"Beijing Kunlun Tech Co., Ltd"	北京市海淀区知春路118号知春大厦B座605E	300418	昆仑万维	2015-01-21	"1,173,379,510"	"1,002,004,741"				0	0	华北	北京	北京市	I 信息技术	www.kunlun.com
创业板	北京浩丰创源科技股份有限公司	"BEIJING INTERACT TECHNOLOGY CO.,LTD."	北京市海淀区远大路39号1号楼7层703-7号	300419	浩丰科技	2015-01-22	"367,753,770"	"367,753,770"				0	0	华北	北京	北京市	I 信息技术	www.interact.net.cn
创业板	江苏五洋停车产业集团股份有限公司	"Jiangsu Wuyang Parking Industry Group Co.,Ltd."	江苏省徐州市铜山新区银山路东、珠江路北	300420	五洋停车	2015-02-17	"858,756,586"	"642,656,873"				0	0	华东	江苏	徐州市	C 制造业	www.wuyangkeji.com
创业板	江苏力星通用钢球股份有限公司	"Jiangsu LiXing General Steel Ball Co.,Ltd."	江苏省如皋市如城街道兴源大道68号	300421	力星股份	2015-02-17	"242,465,404"	"185,545,476"				0	0	华东	江苏	南通市	C 制造业	www.jgbr.com.cn
创业板	广西博世科环保科技股份有限公司	"Guangxi Bossco Environmental Protection Technology Co.,Ltd."	广西壮族自治区南宁市高新区科兴路12号	300422	博世科	2015-02-17	"405,713,128"	"379,599,406"				0	0	华南	广西	南宁市	N 公共环保	www.bossco.cc
创业板	昇辉智能科技股份有限公司	"Sunfly Intelligent Technology Co., LTD"	山东省莱阳市龙门西路256号	300423	昇辉科技	2015-02-17	"498,424,190"	"258,200,013"				0	0	华东	山东	烟台市	C 制造业	www.luyitong.com
创业板	广州航新航空科技股份有限公司	"Guangzhou Hangxin Aviation Technology Co., Ltd."	广东省广州市经济技术开发区科学城光宝路1号	300424	航新科技	2015-04-22	"239,863,590"	"195,884,209"				0	0	华南	广东	广州市	C 制造业	www.hangxin.com
创业板	中建环能科技股份有限公司	"Cscec Scimee Sci.&Tech. Co.,Ltd"	四川省成都市武侯区武兴一路3号	300425	中建环能	2015-02-16	"675,708,786"	"671,604,890"				0	0	西南	四川	成都市	C 制造业	www.scimee.com
创业板	浙江唐德影视股份有限公司	"Zhejiang Talent Television & Film Co.,Ltd"	浙江省横店影视产业实验区C3-028	300426	唐德影视	2015-02-17	"418,919,000"	"259,364,674"				0	0	华东	浙江	金华市	R 文化传播	www.tangde.com.cn
创业板	红相股份有限公司	Red phase INC.	福建省厦门市思明区南投路3号1002单元之一	300427	红相股份	2015-02-17	"360,221,663"	"317,503,218"				0	0	华东	福建	厦门市	C 制造业	www.redphase.com.cn
创业板	河北四通新型金属材料股份有限公司	"Hebei Sitong New Metal Material Co., Ltd"	河北省保定市清苑县发展西街359号	300428	四通新材	2015-03-19	"578,369,253"	"213,766,543"				0	0	华北	河北	保定市	C 制造业	www.stnm.com.cn
创业板	常州强力电子新材料股份有限公司	"CHANGZHOU TRONLY NEW ELECTRONIC MATERIALS CO.,LTD."	江苏省常州市武进区遥观镇钱家工业园	300429	强力新材	2015-03-24	"515,253,388"	"316,694,274"				0	0	华东	江苏	常州市	C 制造业	www.tronly.com
创业板	北京诚益通控制工程科技股份有限公司	"Beijing Chieftain Control Engineering Technology Co., Ltd."	北京市大兴区中关村科技园区大兴生物医药产业基地永大路38号6幢4层418室	300430	诚益通	2015-03-19	"272,008,896"	"255,084,784"				0	0	华北	北京	北京市	C 制造业	www.ctntech.com
创业板	绵阳富临精工股份有限公司	"Mianyang Fulin Precision Co.,Ltd."	四川省绵阳市高端制造产业园凤凰中路37号	300432	富临精工	2015-03-19	"739,032,248"	"723,253,089"				0	0	西南	四川	绵阳市	C 制造业	www.fulinpm.com
创业板	蓝思科技股份有限公司	"Lens Technology Co., Ltd."	湖南省浏阳生物医药园	300433	蓝思科技	2015-03-18	"4,383,857,357"	"4,369,785,973"				0	0	华中	湖南	长沙市	C 制造业	www.hnlens.com
创业板	四川金石亚洲医药股份有限公司	Sichuan Goldstone Asia Pharmaceutical Inc.	四川省成都市双流县九江镇万家社区	300434	金石亚药	2015-04-24	"401,743,872"	"320,432,434"				0	0	西南	四川	成都市	C 制造业	www.goldstone-group.com
创业板	杭州中泰深冷技术股份有限公司	Hangzhou Zhongtai Cryogenic Technology Corporation	浙江省杭州市富阳区东洲街道高尔夫路228号	300435	中泰股份	2015-03-26	"378,190,300"	"288,096,859"				0	0	华东	浙江	杭州市	D 水电煤气	www.zhongtaihangzhou.com
创业板	福建广生堂药业股份有限公司	"Fujian Cosunter Pharmaceutical Co., Ltd."	福建省宁德市柘荣县富源工业园区1-7幢	300436	广生堂	2015-04-22	"140,000,000"	"114,011,326"				0	0	华东	福建	宁德市	C 制造业	www.cosunter.com
创业板	河南清水源科技股份有限公司	"Henan Qing shui yuan Technology Co., Ltd"	河南省济源市轵城镇207国道东侧正兴玉米公司北邻	300437	清水源	2015-04-23	"221,234,394"	"136,396,894"				0	0	华中	河南	济源市	C 制造业	www.qywt.com.cn
创业板	广州鹏辉能源科技股份有限公司	"Guangzhou Great Power Energy&Technology Co., Ltd."	广东省广州市番禺区沙湾镇市良路(西村段)912号	300438	鹏辉能源	2015-04-24	"419,537,355"	"316,681,209"				0	0	华南	广东	广州市	C 制造业	www.greatpower.net
创业板	美康生物科技股份有限公司	"MEDICALSYSTEM BIOTECHNOLOGY CO., LTD"	浙江省宁波市鄞州区启明南路299号	300439	美康生物	2015-04-22	"342,999,820"	"206,343,262"				0	0	华东	浙江	宁波市	C 制造业	www.nbmedicalsystem.com
创业板	成都运达科技股份有限公司	"Chengdu Yunda Technology Co., Ltd."	四川省成都高新区新达路11号	300440	运达科技	2015-04-23	"448,000,000"	"439,985,627"				0	0	西南	四川	成都市	I 信息技术	www.yd-tec.com
